farm_id,lat,lon,date,temp_max,temp_min,temp,humidity,precip,windspeed,pressure,visibility,cloudcover,conditions,description,uvindex,sunrise,sunset
F001,10.546179,76.41653,2025-01-17,33.0,22.0,26.9,67.4,0.0,18.7,1009.6,5.9,24.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:01,18:22:03
F001,10.546179,76.41653,2025-01-18,33.3,21.0,27.1,64.5,1.0,16.6,1009.4,4.1,41.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:47:10,18:22:32
F001,10.546179,76.41653,2025-01-19,30.0,25.0,26.9,70.2,1.2,14.8,1010.4,6.5,79.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,4.0,06:47:19,18:23:01
F001,10.546179,76.41653,2025-01-20,34.0,23.0,28.0,71.6,0.0,10.2,1009.3,6.4,56.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:26,18:23:30
F001,10.546179,76.41653,2025-01-21,34.0,23.0,28.0,65.6,0.0,11.2,1008.6,4.3,33.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:32,18:23:58
F001,10.546179,76.41653,2025-01-22,33.2,22.0,27.4,65.5,0.0,16.6,1009.0,5.8,40.9,Partially cloudy,Becoming cloudy in the afternoon.,9.0,06:47:37,18:24:26
F001,10.546179,76.41653,2025-01-23,32.0,25.0,28.2,68.2,0.0,11.2,1008.4,4.2,59.2,Partially cloudy,Partly cloudy throughout the day.,8.0,06:47:42,18:24:53
F001,10.546179,76.41653,2025-01-24,33.0,23.0,27.1,64.7,0.0,11.2,1008.5,6.8,49.4,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:45,18:25:19
F001,10.546179,76.41653,2025-01-25,34.0,22.0,27.6,64.8,0.0,13.9,1009.1,5.8,40.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:47,18:25:45
F001,10.546179,76.41653,2025-01-26,35.0,22.0,27.7,65.5,0.0,15.8,1008.7,5.6,35.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:48,18:26:11
F001,10.546179,76.41653,2025-01-27,35.0,20.0,26.8,57.7,0.0,13.0,1008.9,6.7,39.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:48,18:26:36
F001,10.546179,76.41653,2025-01-28,32.1,22.0,26.5,64.2,0.0,14.8,1009.9,6.0,41.1,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:47,18:27:00
F001,10.546179,76.41653,2025-01-29,32.1,22.0,27.1,68.6,0.0,9.4,1009.9,3.8,49.2,Partially cloudy,Partly cloudy throughout the day.,7.0,06:47:45,18:27:24
F001,10.546179,76.41653,2025-01-30,33.0,23.0,27.7,70.4,0.3,13.0,1009.6,3.8,44.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:47:42,18:27:47
F001,10.546179,76.41653,2025-01-31,34.0,24.5,28.4,74.5,0.1,13.0,1009.0,4.7,48.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:47:38,18:28:10
F001,10.546179,76.41653,2025-02-01,35.0,25.0,28.8,72.7,0.9,16.6,1009.6,5.8,55.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:47:32,18:28:32
F001,10.546179,76.41653,2025-02-02,34.0,24.0,28.9,73.0,0.0,16.6,1009.9,4.3,40.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:26,18:28:53
F001,10.546179,76.41653,2025-02-03,35.3,24.0,28.1,74.3,0.0,14.8,1010.8,5.6,39.4,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:19,18:29:14
F001,10.546179,76.41653,2025-02-04,33.6,23.0,28.0,68.0,0.0,18.4,1010.8,4.7,41.1,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:11,18:29:34
F001,10.546179,76.41653,2025-02-05,33.0,22.7,27.6,67.0,0.0,14.8,1010.0,4.4,28.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:47:01,18:29:53
F001,10.546179,76.41653,2025-02-06,33.1,22.6,27.3,68.2,0.0,16.6,1009.4,5.0,29.7,Partially cloudy,Partly cloudy throughout the day.,9.0,06:46:51,18:30:12
F001,10.546179,76.41653,2025-02-07,33.1,22.0,27.0,68.0,0.0,13.7,1010.8,4.2,31.1,Partially cloudy,Partly cloudy throughout the day.,10.0,06:46:40,18:30:30
F001,10.546179,76.41653,2025-02-08,33.3,20.0,27.0,62.8,0.0,11.2,1010.6,4.5,28.4,Partially cloudy,Partly cloudy throughout the day.,10.0,06:46:28,18:30:48
F001,10.546179,76.41653,2025-02-09,34.0,21.9,27.4,66.6,0.0,11.4,1010.2,4.0,30.1,Partially cloudy,Partly cloudy throughout the day.,10.0,06:46:15,18:31:05
F001,10.546179,76.41653,2025-02-10,33.2,22.0,27.6,65.3,0.0,12.4,1011.2,5.1,28.6,Partially cloudy,Partly cloudy throughout the day.,9.0,06:46:01,18:31:21
F001,10.546179,76.41653,2025-02-11,36.2,21.8,27.5,67.6,0.0,13.0,1011.9,5.9,34.0,Partially cloudy,Partly cloudy throughout the day.,10.0,06:45:46,18:31:36
F001,10.546179,76.41653,2025-02-12,34.9,21.9,27.6,68.4,0.0,16.8,1011.4,6.6,41.4,Partially cloudy,Partly cloudy throughout the day.,10.0,06:45:30,18:31:51
F001,10.546179,76.41653,2025-02-13,32.4,22.9,27.1,74.9,0.0,13.7,1011.5,3.9,33.9,Partially cloudy,Partly cloudy throughout the day.,10.0,06:45:13,18:32:06
F001,10.546179,76.41653,2025-02-14,33.0,21.9,27.2,73.9,0.0,15.5,1011.5,4.0,31.5,Partially cloudy,Partly cloudy throughout the day.,10.0,06:44:55,18:32:19
F001,10.546179,76.41653,2025-02-15,34.0,23.0,28.0,73.3,0.0,20.5,1010.1,4.7,24.2,Partially cloudy,Partly cloudy throughout the day.,10.0,06:44:37,18:32:32
F001,10.546179,76.41653,2025-02-16,33.1,23.0,27.6,76.7,0.0,14.2,1010.4,4.8,26.9,Partially cloudy,Partly cloudy throughout the day.,10.0,06:44:17,18:32:45
F001,10.546179,76.41653,2025-02-17,33.1,23.0,27.8,70.2,0.0,15.0,1011.7,5.7,26.1,Partially cloudy,Partly cloudy throughout the day.,10.0,06:43:57,18:32:57
F001,10.546179,76.41653,2025-02-18,33.0,24.0,27.8,72.2,0.0,14.8,1011.9,4.2,28.9,Partially cloudy,Partly cloudy throughout the day.,10.0,06:43:36,18:33:08
F001,10.546179,76.41653,2025-02-19,33.1,23.0,27.6,72.4,0.0,15.5,1010.5,3.9,26.8,Partially cloudy,Partly cloudy throughout the day.,10.0,06:43:14,18:33:19
F001,10.546179,76.41653,2025-02-20,37.9,24.0,28.7,73.6,0.0,14.8,1011.0,5.6,28.6,Partially cloudy,Partly cloudy throughout the day.,10.0,06:42:51,18:33:29
F001,10.546179,76.41653,2025-02-21,34.0,25.0,28.7,75.3,0.0,14.8,1011.7,4.0,29.4,Partially cloudy,Partly cloudy throughout the day.,9.0,06:42:28,18:33:38
F001,10.546179,76.41653,2025-02-22,36.5,25.0,28.8,72.7,0.0,14.8,1012.8,5.8,34.0,Partially cloudy,Partly cloudy throughout the day.,9.0,06:42:04,18:33:47
F001,10.546179,76.41653,2025-02-23,34.0,24.0,28.7,74.5,0.1,16.6,1012.3,4.9,30.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:41:39,18:33:56
F001,10.546179,76.41653,2025-02-24,36.0,24.0,29.2,69.1,0.0,14.8,1011.5,4.2,31.9,Partially cloudy,Partly cloudy throughout the day.,10.0,06:41:13,18:34:04
F001,10.546179,76.41653,2025-02-25,34.8,23.9,28.9,59.0,0.2,18.8,1012.5,7.0,21.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,10.0,06:40:47,18:34:11
F001,10.546179,76.41653,2025-02-26,37.0,23.9,29.6,60.3,0.0,11.2,1011.8,5.8,27.5,Partially cloudy,Partly cloudy throughout the day.,9.0,06:40:20,18:34:18
F001,10.546179,76.41653,2025-02-27,35.9,23.9,29.4,62.8,0.0,18.4,1010.6,4.7,33.3,Partially cloudy,Partly cloudy throughout the day.,10.0,06:39:53,18:34:25
F001,10.546179,76.41653,2025-02-28,35.4,24.0,29.7,63.1,0.1,14.8,1009.6,5.5,37.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,10.0,06:39:25,18:34:31
F001,10.546179,76.41653,2025-03-01,35.0,26.9,30.0,68.0,0.0,16.6,1009.1,5.9,65.0,Partially cloudy,Partly cloudy throughout the day.,8.0,06:38:56,18:34:36
F001,10.546179,76.41653,2025-03-02,35.0,26.0,29.3,74.4,4.0,14.8,1008.8,5.0,61.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,7.0,06:38:27,18:34:41
F001,10.546179,76.41653,2025-03-03,35.0,25.0,29.1,74.8,0.1,14.8,1009.3,4.7,59.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:37:57,18:34:46
F001,10.546179,76.41653,2025-03-04,34.1,26.0,29.4,76.6,0.0,16.8,1009.2,4.5,59.1,Partially cloudy,Partly cloudy throughout the day.,9.0,06:37:27,18:34:50
F001,10.546179,76.41653,2025-03-05,38.0,25.5,29.7,71.9,0.7,22.3,1009.9,5.5,47.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:36:56,18:34:54
F001,10.546179,76.41653,2025-03-06,35.0,26.0,29.5,77.3,0.4,18.8,1010.7,5.1,41.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,9.0,06:36:25,18:34:57
F001,10.546179,76.41653,2025-03-07,34.0,26.0,29.5,75.8,0.9,22.3,1009.3,4.2,46.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:35:53,18:35:00
F001,10.546179,76.41653,2025-03-08,34.0,25.4,29.3,77.9,3.6,18.4,1008.3,4.9,64.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:35:21,18:35:03
F001,10.546179,76.41653,2025-03-09,34.8,25.0,29.6,76.4,0.0,17.8,1007.9,4.1,39.2,Partially cloudy,Partly cloudy throughout the day.,10.0,06:34:49,18:35:06
F001,10.546179,76.41653,2025-03-10,35.8,24.0,29.4,66.8,0.0,14.4,1009.3,5.6,28.8,Partially cloudy,Partly cloudy throughout the day.,10.0,06:34:16,18:35:08
F001,10.546179,76.41653,2025-03-11,35.0,24.9,29.8,64.8,0.4,12.2,1009.1,4.5,55.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,7.0,06:33:42,18:35:10
F001,10.546179,76.41653,2025-03-12,32.8,25.0,28.0,72.9,4.0,18.2,1009.8,4.3,78.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,6.0,06:33:09,18:35:11
F001,10.546179,76.41653,2025-03-13,34.0,22.6,28.1,75.3,0.0,14.8,1009.4,6.4,56.1,Partially cloudy,Partly cloudy throughout the day.,10.0,06:32:35,18:35:12
F001,10.546179,76.41653,2025-03-14,33.4,25.0,29.3,72.3,0.0,16.6,1009.9,5.9,44.7,Partially cloudy,Partly cloudy throughout the day.,9.0,06:32:01,18:35:13
F001,10.546179,76.41653,2025-03-15,34.4,24.0,29.0,73.3,0.1,18.8,1010.2,5.0,30.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,10.0,06:31:26,18:35:14
F001,10.546179,76.41653,2025-03-16,33.1,24.0,28.2,81.5,0.6,18.4,1010.8,4.6,77.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:30:52,18:35:15
F001,10.546179,76.41653,2025-03-17,33.6,23.2,27.0,83.4,1.0,16.6,1010.8,6.8,85.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:30:17,18:35:15
F001,10.546179,76.41653,2025-03-18,33.7,24.0,28.4,76.1,0.8,15.3,1010.1,6.1,51.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:29:42,18:35:15
F001,10.546179,76.41653,2025-03-19,34.4,25.7,29.3,77.5,4.0,20.1,1011.4,4.6,54.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:29:07,18:35:16
F001,10.546179,76.41653,2025-03-20,33.6,26.0,29.3,77.9,0.1,15.7,1012.4,4.6,57.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:28:31,18:35:16
F001,10.546179,76.41653,2025-03-21,35.0,26.1,29.6,75.8,4.0,20.1,1012.7,6.3,59.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:27:56,18:35:15
F001,10.546179,76.41653,2025-03-22,33.7,23.0,27.3,81.5,10.0,25.6,1012.1,4.1,67.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:27:20,18:35:15
F001,10.546179,76.41653,2025-03-23,35.5,23.0,27.7,77.6,0.3,20.5,1012.0,5.4,56.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,8.0,06:26:45,18:35:15
F001,10.546179,76.41653,2025-03-24,33.7,25.0,29.0,77.2,0.1,13.0,1010.9,4.6,47.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,9.0,06:26:09,18:35:14
F001,10.546179,76.41653,2025-03-25,34.0,25.0,29.1,75.1,0.4,22.3,1009.0,5.1,49.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:25:33,18:35:14
F001,10.546179,76.41653,2025-03-26,33.6,24.0,28.3,75.4,1.3,18.8,1008.4,4.9,57.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:24:57,18:35:13
F001,10.546179,76.41653,2025-03-27,33.7,25.0,28.8,75.8,0.6,16.6,1008.2,4.5,54.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:24:22,18:35:13
F001,10.546179,76.41653,2025-03-28,35.0,24.6,29.5,78.1,0.2,16.0,1007.5,5.0,44.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:23:46,18:35:12
F001,10.546179,76.41653,2025-03-29,35.0,26.6,30.2,76.1,0.4,16.6,1007.1,4.6,41.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,10.0,06:23:11,18:35:12
F001,10.546179,76.41653,2025-03-30,33.7,26.0,29.5,78.3,0.1,17.3,1008.2,5.4,37.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,10.0,06:22:35,18:35:11
F001,10.546179,76.41653,2025-03-31,34.0,25.0,29.6,76.3,1.1,22.3,1008.1,5.2,47.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:22:00,18:35:11
F001,10.546179,76.41653,2025-04-01,33.0,26.0,28.8,76.3,0.6,16.6,1007.6,5.2,50.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:21:24,18:35:11
F001,10.546179,76.41653,2025-04-02,34.0,24.0,28.0,78.2,15.4,16.8,1008.5,5.1,66.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:20:49,18:35:11
F001,10.546179,76.41653,2025-04-03,33.0,24.3,28.0,80.0,25.0,17.3,1010.6,4.8,61.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:20:14,18:35:10
F001,10.546179,76.41653,2025-04-04,35.0,23.0,27.8,80.3,15.5,16.0,1010.7,5.3,64.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:19:39,18:35:10
F001,10.546179,76.41653,2025-04-05,31.7,24.0,26.8,86.0,7.7,18.4,1010.2,4.3,74.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:19:05,18:35:10
F001,10.546179,76.41653,2025-04-06,33.3,24.0,28.2,81.0,6.5,20.5,1009.0,6.6,44.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:18:31,18:35:11
F001,10.546179,76.41653,2025-04-07,34.0,25.0,28.7,77.6,6.0,11.2,1008.5,5.6,50.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:17:57,18:35:11
F001,10.546179,76.41653,2025-04-08,33.1,24.0,29.1,79.0,27.0,20.5,1009.5,6.0,57.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,10.0,06:17:23,18:35:12
F001,10.546179,76.41653,2025-04-09,33.0,24.0,28.4,74.8,1.1,27.3,1009.4,5.1,59.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,9.0,06:16:49,18:35:12
F001,10.546179,76.41653,2025-04-10,33.0,25.0,28.4,74.6,3.9,18.4,1008.8,4.3,76.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:16:16,18:35:13
F001,10.546179,76.41653,2025-04-11,33.0,24.0,28.4,75.2,2.0,12.4,1008.4,6.0,48.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:15:43,18:35:15
F001,10.546179,76.41653,2025-04-12,32.0,24.0,27.7,80.3,3.0,16.6,1009.2,4.0,68.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:15:11,18:35:16
F001,10.546179,76.41653,2025-04-13,31.6,26.0,28.0,83.2,13.0,9.4,1008.9,4.2,81.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,7.0,06:14:39,18:35:18
F001,10.546179,76.41653,2025-04-14,33.0,23.0,27.3,81.1,10.2,27.7,1008.7,4.1,70.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:14:07,18:35:20
F001,10.546179,76.41653,2025-04-15,34.3,24.0,28.7,69.4,0.4,18.4,1008.4,4.8,49.2,"Rain, Partially cloudy",Clearing in the afternoon with rain.,9.0,06:13:36,18:35:22
F001,10.546179,76.41653,2025-04-16,34.2,25.0,28.7,74.7,0.2,19.6,1009.2,4.6,45.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:13:05,18:35:24
F001,10.546179,76.41653,2025-04-17,33.5,25.0,29.0,75.6,2.0,20.1,1008.5,5.4,58.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,8.0,06:12:35,18:35:27
F001,10.546179,76.41653,2025-04-18,33.0,24.4,28.6,81.3,28.0,16.6,1008.4,4.9,62.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:12:05,18:35:30
F001,10.546179,76.41653,2025-04-19,33.0,25.0,28.4,78.3,4.0,17.3,1008.1,5.4,61.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:11:36,18:35:33
F001,10.546179,76.41653,2025-04-20,34.0,24.0,29.1,76.5,0.8,16.6,1008.4,5.9,40.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:11:07,18:35:37
F001,10.546179,76.41653,2025-04-21,33.0,26.0,29.0,79.7,0.0,14.8,1009.3,4.5,53.0,Partially cloudy,Partly cloudy throughout the day.,8.0,06:10:38,18:35:41
F001,10.546179,76.41653,2025-04-22,33.5,26.0,28.6,83.1,3.4,18.3,1010.1,4.1,64.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,9.0,06:10:11,18:35:45
F001,10.546179,76.41653,2025-04-23,33.0,26.0,28.4,84.8,21.0,22.3,1009.4,4.0,78.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,8.0,06:09:43,18:35:50
F001,10.546179,76.41653,2025-04-24,32.7,25.3,28.6,81.9,6.0,13.2,1008.3,5.6,59.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:09:17,18:35:54
F001,10.546179,76.41653,2025-04-25,33.5,25.0,29.3,76.9,2.0,22.7,1008.0,5.3,63.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:08:51,18:36:00
F001,10.546179,76.41653,2025-04-26,34.4,25.0,29.0,78.5,1.3,16.6,1007.7,4.3,54.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:08:25,18:36:05
F001,10.546179,76.41653,2025-04-27,35.0,25.0,28.6,79.7,3.3,16.6,1008.4,4.3,68.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:08:00,18:36:11
F001,10.546179,76.41653,2025-04-28,34.0,24.0,27.7,83.1,21.0,13.2,1007.6,4.9,66.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,8.0,06:07:36,18:36:18
F001,10.546179,76.41653,2025-04-29,35.0,24.0,28.2,79.7,1.4,20.5,1007.1,4.5,64.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,8.0,06:07:13,18:36:25
F001,10.546179,76.41653,2025-04-30,34.4,25.0,29.2,78.4,0.7,15.7,1007.9,4.3,51.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:06:50,18:36:32
F001,10.546179,76.41653,2025-05-01,33.0,26.4,29.3,80.1,2.0,13.3,1008.9,6.2,71.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:06:27,18:36:39
F001,10.546179,76.41653,2025-05-02,35.0,24.0,28.8,78.8,1.9,22.3,1009.0,4.6,62.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,8.0,06:06:06,18:36:47
F001,10.546179,76.41653,2025-05-03,33.0,24.0,27.7,82.5,3.3,13.0,1009.2,7.1,74.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:05:45,18:36:55
F001,10.546179,76.41653,2025-05-04,34.0,26.0,29.2,78.6,0.6,18.8,1007.8,4.5,57.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:05:25,18:37:04
F001,10.546179,76.41653,2025-05-05,31.0,24.0,27.1,84.0,1.0,29.5,1007.7,6.6,69.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,9.0,06:05:06,18:37:13
F001,10.546179,76.41653,2025-05-06,33.0,24.7,28.5,80.1,4.1,20.5,1008.3,5.2,61.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:04:47,18:37:23
F001,10.546179,76.41653,2025-05-07,33.6,24.6,28.5,76.4,1.2,20.9,1007.9,4.8,60.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,10.0,06:04:29,18:37:32
F001,10.546179,76.41653,2025-05-08,33.0,24.0,28.6,77.2,1.5,22.3,1008.3,5.3,44.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,9.0,06:04:12,18:37:43
F001,10.546179,76.41653,2025-05-09,34.0,24.9,29.3,73.8,0.0,16.8,1008.7,4.8,27.6,Partially cloudy,Partly cloudy throughout the day.,10.0,06:03:56,18:37:53
F001,10.546179,76.41653,2025-05-10,33.4,25.0,28.9,73.0,0.1,19.4,1009.0,5.0,35.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,9.0,06:03:40,18:38:04
F001,10.546179,76.41653,2025-05-11,33.4,24.0,28.7,74.8,0.5,18.4,1008.5,6.4,40.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,9.0,06:03:25,18:38:15
F001,10.546179,76.41653,2025-05-12,34.0,25.0,29.0,79.2,2.0,16.6,1007.2,5.6,52.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,8.0,06:03:11,18:38:27
F001,10.546179,76.41653,2025-05-13,32.7,26.0,28.9,81.1,3.0,19.1,1006.9,4.7,66.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,7.0,06:02:58,18:38:39
F001,10.546179,76.41653,2025-05-14,32.7,25.0,27.9,85.1,4.4,18.4,1007.6,4.7,84.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,8.0,06:02:46,18:38:51
F001,10.546179,76.41653,2025-05-15,33.4,23.8,28.3,82.6,1.6,17.3,1007.8,5.0,78.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,8.0,06:02:34,18:39:04
F001,10.546179,76.41653,2025-05-16,34.0,24.0,29.1,78.2,0.8,16.6,1007.6,6.2,65.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,9.0,06:02:23,18:39:17
F001,10.546179,76.41653,2025-05-17,32.0,25.0,27.3,86.4,0.4,11.2,1007.5,5.2,89.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,5.0,06:02:13,18:39:30
F001,10.546179,76.41653,2025-05-18,32.0,23.8,27.4,84.3,2.8,16.6,1006.6,6.2,73.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,6.0,06:02:04,18:39:44
F001,10.546179,76.41653,2025-05-19,31.7,25.0,27.6,83.8,3.0,18.5,1005.2,4.7,86.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,6.0,06:01:55,18:39:58
F001,10.546179,76.41653,2025-05-20,31.0,23.1,26.8,85.5,13.0,20.1,1005.8,3.7,83.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,5.0,06:01:48,18:40:12
F001,10.546179,76.41653,2025-05-21,33.0,25.0,27.6,83.3,4.0,20.5,1007.2,6.0,82.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,7.0,06:01:41,18:40:26
F001,10.546179,76.41653,2025-05-22,32.0,25.0,28.0,83.5,9.0,13.3,1007.0,4.2,75.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,7.0,06:01:35,18:40:41
F001,10.546179,76.41653,2025-05-23,30.4,25.0,27.0,90.3,27.0,9.4,1005.9,4.4,85.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,7.0,06:01:29,18:40:56
F001,10.546179,76.41653,2025-05-24,28.0,23.1,25.4,94.0,84.0,13.0,1006.6,3.4,90.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,4.0,06:01:25,18:41:11
F001,10.546179,76.41653,2025-05-25,27.0,24.0,25.3,93.7,64.0,16.8,1007.9,3.5,92.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,5.0,06:01:21,18:41:26
F001,10.546179,76.41653,2025-05-26,26.5,24.0,25.1,95.7,76.0,27.7,1007.8,2.9,98.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,3.0,06:01:18,18:41:42
F001,10.546179,76.41653,2025-05-27,31.0,24.0,27.7,87.6,35.4,27.7,1006.4,3.6,92.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,2.0,06:01:16,18:41:58
F001,10.546179,76.41653,2025-05-28,29.1,24.3,26.9,89.8,31.0,22.4,1006.2,3.6,89.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,5.0,06:01:15,18:42:14
F001,10.546179,76.41653,2025-05-29,27.0,24.1,25.4,94.6,96.0,20.5,1006.2,2.9,91.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,5.0,06:01:14,18:42:30
F001,10.546179,76.41653,2025-05-30,25.0,23.6,24.3,94.3,57.0,20.5,1007.6,2.3,96.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,2.0,06:01:14,18:42:46
F001,10.546179,76.41653,2025-05-31,28.1,23.5,25.4,93.1,42.0,11.2,1009.6,3.8,94.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,3.0,06:01:15,18:43:02
